1274,-0.02,0.09
1284,-0.02,0.09
1294,-0.02,0.09
1304,-0.02,0.09
1314,-0.02,0.10
1324,-0.02,0.09
1334,-0.02,0.09
1344,-0.02,0.10
1354,-0.02,0.09
1364,-0.02,0.10
1374,-0.02,0.10
1384,-0.02,0.10
1394,-0.01,0.10
1404,-0.02,0.10
1414,-0.02,0.10
1424,-0.02,0.09
1434,-0.02,0.09
1444,-0.02,0.09
1454,-0.01,0.09
1464,-0.01,0.09
1474,-0.01,0.09
1484,-0.01,0.09
1494,-0.01,0.09
1504,-0.01,0.09
1514,-0.01,0.09
1524,-0.01,0.09
1534,-0.01,0.09
1544,-0.01,0.09
1554,-0.01,0.09
1564,-0.01,0.09
1574,-0.01,0.09
1584,-0.01,0.09
1594,-0.01,0.09
1604,-0.01,0.09
1614,-0.01,0.09
1624,-0.01,0.09
1634,-0.01,0.09
1644,-0.01,0.09
1654,-0.01,0.09
1664,-0.01,0.09
1674,-0.01,0.09
1684,-0.01,0.09
1694,-0.01,0.09
1704,-0.01,0.09
1714,-0.01,0.09
1724,-0.01,0.09
1734,-0.01,0.09
1744,-0.01,0.09
1754,-0.01,0.10
1764,-0.01,0.10
1774,-0.01,0.11
1784,-0.01,0.12
1794,-0.01,0.12
1804,-0.01,0.13
1814,-0.01,0.14
1824,-0.01,0.15
1834,-0.01,0.15
1844,-0.01,0.15
1854,-0.01,0.16
1864,-0.01,0.16
1874,-0.00,0.16
1884,-0.00,0.17
1894,-0.00,0.18
1904,0.00,0.18
1914,0.00,0.19
1924,0.01,0.20
1934,0.01,0.22
1944,0.01,0.23
1954,0.01,0.24
1964,0.01,0.26
1974,0.02,0.27
1984,0.02,0.29
1994,0.02,0.30
2004,0.03,0.31
2014,0.03,0.32
2024,0.03,0.34
2034,0.04,0.36
2044,0.04,0.38
2054,0.05,0.40
2064,0.05,0.43
2074,0.05,0.44
2084,0.06,0.47
2094,0.06,0.48
2104,0.06,0.49
2114,0.06,0.51
2124,0.06,0.52
2134,0.07,0.53
2144,0.06,0.53
2154,0.07,0.53
2164,0.06,0.53
2174,0.07,0.52
2184,0.07,0.52
2194,0.07,0.52
2204,0.07,0.52
2214,0.07,0.52
2224,0.07,0.52
2234,0.07,0.52
2244,0.07,0.52
2254,0.07,0.52
2264,0.07,0.51
2274,0.07,0.52
2284,0.07,0.52
2294,0.08,0.52
2304,0.08,0.53
2314,0.08,0.53
2324,0.08,0.53
2334,0.08,0.53
2344,0.08,0.53
2354,0.08,0.53
2364,0.08,0.53
2374,0.08,0.53
2384,0.08,0.53
2394,0.08,0.53
2404,0.08,0.53
2414,0.08,0.53
2424,0.08,0.53
2434,0.08,0.53
2444,0.08,0.53
2454,0.08,0.53
2464,0.08,0.53
2474,0.08,0.53
2484,0.07,0.53
2494,0.08,0.54
2504,0.08,0.53
2514,0.08,0.54
2524,0.08,0.54
2534,0.08,0.54
2544,0.07,0.54
2554,0.07,0.55
2564,0.08,0.55
2574,0.08,0.55
2584,0.08,0.55
2594,0.08,0.55
2604,0.08,0.56
2614,0.08,0.55
2624,0.07,0.56
2634,0.08,0.56
2644,0.08,0.56
2654,0.08,0.56
2664,0.07,0.56
2674,0.07,0.56
2684,0.07,0.56
2694,0.07,0.56
2704,0.07,0.56
2714,0.07,0.56
2724,0.08,0.56
2734,0.08,0.56
2744,0.08,0.56
2754,0.08,0.56
2764,0.09,0.56
2774,0.09,0.56
2784,0.09,0.56
2794,0.10,0.56
2804,0.11,0.56
2814,0.11,0.56
2824,0.12,0.56
2834,0.13,0.56
2844,0.14,0.56
2854,0.14,0.56
2864,0.14,0.56
2874,0.15,0.56
2884,0.15,0.56
2894,0.15,0.56
2904,0.16,0.56
2914,0.17,0.56
2924,0.17,0.55
2934,0.18,0.55
2944,0.18,0.55
2954,0.20,0.55
2964,0.20,0.55
2974,0.22,0.55
2984,0.23,0.54
2994,0.24,0.54
3004,0.25,0.54
3014,0.26,0.53
3024,0.27,0.53
3034,0.28,0.53
3044,0.29,0.52
3054,0.30,0.52
3064,0.30,0.52
3074,0.31,0.51
3084,0.31,0.51
3094,0.32,0.51
3104,0.33,0.51
3114,0.34,0.50
3124,0.34,0.50
3134,0.35,0.50
3144,0.35,0.49
3154,0.36,0.49
3164,0.37,0.49
3174,0.37,0.48
3184,0.38,0.48
3194,0.38,0.48
3204,0.38,0.48
3214,0.38,0.47
3224,0.39,0.47
3234,0.38,0.47
3244,0.39,0.47
3254,0.39,0.47
3264,0.39,0.47
3274,0.39,0.47
3284,0.39,0.46
3294,0.40,0.46
3304,0.40,0.46
3314,0.40,0.46
3324,0.40,0.46
3334,0.40,0.45
3344,0.40,0.45
3354,0.40,0.44
3364,0.40,0.44
3374,0.41,0.44
3384,0.41,0.43
3394,0.41,0.43
3404,0.42,0.42
3414,0.42,0.41
3424,0.42,0.40
3434,0.42,0.40
3444,0.42,0.40
3454,0.42,0.39
3464,0.43,0.39
3474,0.43,0.38
3484,0.43,0.38
3494,0.43,0.37
3504,0.43,0.37
3514,0.43,0.36
3524,0.43,0.36
3534,0.44,0.35
3544,0.44,0.35
3554,0.44,0.34
3564,0.44,0.33
3574,0.44,0.33
3584,0.44,0.32
3594,0.44,0.32
3604,0.44,0.31
3614,0.44,0.31
3624,0.45,0.31
3634,0.45,0.30
3644,0.45,0.29
3654,0.45,0.29
3664,0.45,0.28
3674,0.45,0.27
3684,0.45,0.26
3694,0.45,0.25
3704,0.45,0.24
3714,0.46,0.24
3724,0.46,0.23
3734,0.45,0.22
3744,0.46,0.21
3754,0.46,0.20
3764,0.46,0.19
3774,0.46,0.18
3784,0.46,0.18
3794,0.46,0.17
3804,0.46,0.16
3814,0.46,0.15
3824,0.46,0.14
3834,0.46,0.14
3844,0.46,0.13
3854,0.46,0.13
3864,0.46,0.12
3874,0.46,0.12
3884,0.46,0.11
3894,0.46,0.10
3904,0.46,0.10
3914,0.46,0.09
3924,0.45,0.09
3934,0.45,0.09
3944,0.45,0.08
3954,0.46,0.08
3964,0.45,0.07
3974,0.45,0.07
3984,0.45,0.06
3994,0.45,0.06
4004,0.45,0.05
4014,0.45,0.05
4024,0.45,0.04
4034,0.45,0.03
4044,0.45,0.02
4054,0.45,0.02
4064,0.44,0.01
4074,0.44,0.01
4084,0.44,0.01
4094,0.44,0.00
4104,0.43,-0.00
4114,0.44,-0.00
4124,0.43,-0.01
4134,0.43,-0.01
4144,0.43,-0.02
4154,0.43,-0.03
4164,0.42,-0.03
4174,0.42,-0.03
4184,0.42,-0.04
4194,0.42,-0.05
4204,0.41,-0.05
4214,0.41,-0.06
4224,0.41,-0.06
4234,0.41,-0.07
4244,0.41,-0.08
4254,0.40,-0.08
4264,0.40,-0.09
4274,0.40,-0.09
4284,0.39,-0.10
4294,0.39,-0.11
4304,0.39,-0.12
4314,0.38,-0.12
4324,0.38,-0.13
4334,0.38,-0.14
4344,0.37,-0.15
4354,0.36,-0.16
4364,0.36,-0.17
4374,0.36,-0.18
4384,0.35,-0.18
4394,0.35,-0.19
4404,0.34,-0.20
4414,0.34,-0.21
4424,0.33,-0.22
4434,0.33,-0.22
4444,0.33,-0.23
4454,0.32,-0.24
4464,0.32,-0.24
4474,0.31,-0.25
4484,0.31,-0.25
4494,0.30,-0.25
4504,0.30,-0.26
4514,0.30,-0.26
4524,0.30,-0.26
4534,0.29,-0.26
4544,0.29,-0.26
4554,0.28,-0.26
4564,0.28,-0.27
4574,0.27,-0.27
4584,0.26,-0.28
4594,0.26,-0.27
4604,0.25,-0.28
4614,0.25,-0.28
4624,0.25,-0.28
4634,0.24,-0.28
4644,0.24,-0.28
4654,0.23,-0.28
4664,0.23,-0.28
4674,0.22,-0.29
4684,0.21,-0.29
4694,0.21,-0.29
4704,0.20,-0.29
4714,0.19,-0.30
4724,0.18,-0.30
4734,0.17,-0.31
4744,0.15,-0.31
4754,0.14,-0.31
4764,0.13,-0.32
4774,0.11,-0.32
4784,0.11,-0.32
4794,0.09,-0.32
4804,0.09,-0.32
4814,0.08,-0.33
4824,0.07,-0.33
4834,0.06,-0.33
4844,0.05,-0.33
4854,0.03,-0.33
4864,0.02,-0.34
4874,0.00,-0.34
4884,-0.01,-0.34
4894,-0.02,-0.34
4904,-0.03,-0.34
4914,-0.04,-0.34
4924,-0.04,-0.34
4934,-0.05,-0.34
4944,-0.05,-0.34
4954,-0.06,-0.34
4964,-0.06,-0.34
4974,-0.06,-0.34
4984,-0.06,-0.34
4994,-0.07,-0.34
5004,-0.07,-0.34
5014,-0.07,-0.34
5024,-0.08,-0.34
5034,-0.08,-0.34
5044,-0.08,-0.34
5054,-0.08,-0.34
5064,-0.08,-0.34
5074,-0.09,-0.35
5084,-0.09,-0.34
5094,-0.09,-0.34
5104,-0.09,-0.35
5114,-0.09,-0.35
5124,-0.10,-0.34
5134,-0.11,-0.35
5144,-0.11,-0.34
5154,-0.12,-0.35
5164,-0.12,-0.34
5174,-0.13,-0.34
5184,-0.14,-0.34
5194,-0.14,-0.34
5204,-0.15,-0.34
5214,-0.16,-0.34
5224,-0.17,-0.34
5234,-0.17,-0.34
5244,-0.18,-0.34
5254,-0.19,-0.34
5264,-0.19,-0.33
5274,-0.20,-0.33
5284,-0.21,-0.33
5294,-0.21,-0.33
5304,-0.22,-0.33
5314,-0.22,-0.33
5324,-0.23,-0.33
5334,-0.23,-0.33
5344,-0.24,-0.33
5354,-0.24,-0.33
5364,-0.24,-0.33
5374,-0.25,-0.32
5384,-0.25,-0.33
5394,-0.25,-0.33
5404,-0.25,-0.33
5414,-0.26,-0.32
5424,-0.26,-0.32
5434,-0.26,-0.32
5444,-0.27,-0.32
5454,-0.27,-0.32
5464,-0.28,-0.32
5474,-0.28,-0.32
5484,-0.29,-0.31
5494,-0.29,-0.31
5504,-0.30,-0.31
5514,-0.31,-0.31
5524,-0.31,-0.30
5534,-0.32,-0.30
5544,-0.33,-0.30
5554,-0.33,-0.30
5564,-0.34,-0.29
5574,-0.34,-0.29
5584,-0.35,-0.29
5594,-0.35,-0.28
5604,-0.35,-0.28
5614,-0.35,-0.28
5624,-0.35,-0.28
5634,-0.35,-0.28
5644,-0.36,-0.27
5654,-0.36,-0.27
5664,-0.36,-0.27
5674,-0.36,-0.26
5684,-0.36,-0.26
5694,-0.37,-0.25
5704,-0.37,-0.25
5714,-0.37,-0.24
5724,-0.38,-0.23
5734,-0.38,-0.22
5744,-0.38,-0.22
5754,-0.38,-0.21
5764,-0.39,-0.20
5774,-0.39,-0.20
5784,-0.40,-0.19
5794,-0.40,-0.19
5804,-0.40,-0.18
5814,-0.40,-0.18
5824,-0.40,-0.18
5834,-0.41,-0.17
5844,-0.40,-0.16
5854,-0.41,-0.16
5864,-0.41,-0.15
5874,-0.41,-0.14
5884,-0.41,-0.13
5894,-0.42,-0.12
5904,-0.42,-0.12
5914,-0.42,-0.11
5924,-0.42,-0.10
5934,-0.42,-0.10
5944,-0.42,-0.10
5954,-0.42,-0.09
5964,-0.42,-0.09
5974,-0.43,-0.08
5984,-0.43,-0.08
5994,-0.43,-0.07
6004,-0.43,-0.05
6014,-0.43,-0.05
6024,-0.43,-0.04
6034,-0.44,-0.03
6044,-0.44,-0.02
6054,-0.44,-0.01
6064,-0.44,-0.01
6074,-0.44,-0.00
6084,-0.44,0.01
6094,-0.44,0.01
6104,-0.44,0.01
6114,-0.44,0.02
6124,-0.44,0.02
6134,-0.44,0.02
6144,-0.44,0.02
6154,-0.44,0.03
6164,-0.44,0.03
6174,-0.44,0.03
6184,-0.44,0.04
6194,-0.44,0.04
6204,-0.44,0.05
6214,-0.44,0.05
