1019,-0.03,0.03
1029,-0.03,0.03
1039,-0.02,0.03
1049,-0.02,0.03
1059,-0.02,0.03
1069,-0.02,0.04
1079,-0.02,0.03
1089,-0.03,0.03
1099,-0.02,0.03
1109,-0.02,0.03
1119,-0.02,0.03
1129,-0.03,0.03
1139,-0.02,0.03
1149,-0.02,0.03
1159,-0.02,0.03
1169,-0.02,0.03
1179,-0.02,0.03
1189,-0.02,0.03
1199,-0.02,0.03
1209,-0.02,0.03
1219,-0.02,0.03
1229,-0.02,0.03
1239,-0.02,0.03
1249,-0.02,0.03
1259,-0.02,0.03
1269,-0.02,0.03
1279,-0.02,0.03
1289,-0.02,0.03
1299,-0.02,0.03
1309,-0.02,0.03
1319,-0.02,0.03
1329,-0.02,0.03
1339,-0.02,0.03
1349,-0.02,0.03
1359,-0.02,0.03
1369,-0.02,0.03
1379,-0.02,0.03
1389,-0.02,0.03
1399,-0.02,0.03
1409,-0.02,0.03
1419,-0.02,0.03
1429,-0.02,0.03
1439,-0.02,0.03
1449,-0.02,0.03
1459,-0.02,0.03
1469,-0.02,0.03
1479,-0.02,0.03
1489,-0.02,0.03
1499,-0.02,0.03
1509,-0.02,0.03
1519,-0.02,0.03
1529,-0.02,0.03
1539,-0.02,0.03
1549,-0.02,0.03
1559,-0.02,0.03
1569,-0.02,0.03
1579,-0.02,0.03
1589,-0.02,0.03
1599,-0.02,0.03
1609,-0.02,0.03
1619,-0.02,0.03
1629,-0.02,0.03
1639,-0.02,0.03
1649,-0.02,0.03
1659,-0.02,0.03
1669,-0.02,0.03
1679,-0.02,0.03
1689,-0.02,0.03
1699,-0.02,0.03
1709,-0.02,0.03
1719,-0.02,0.03
1729,-0.02,0.03
1739,-0.02,0.03
1749,-0.02,0.03
1759,-0.02,0.03
1769,-0.02,0.03
1779,-0.02,0.03
1789,-0.02,0.03
1799,-0.02,0.03
1809,-0.02,0.03
1819,-0.02,0.03
1829,-0.02,0.03
1839,-0.02,0.03
1849,-0.02,0.03
1859,-0.02,0.03
1869,-0.02,0.03
1879,-0.03,0.03
1889,-0.02,0.03
1899,-0.02,0.03
1909,-0.02,0.03
1919,-0.02,0.03
1929,-0.02,0.03
1939,-0.02,0.03
1949,-0.02,0.03
1959,-0.02,0.03
1969,-0.02,0.03
1979,-0.03,0.03
1989,-0.03,0.03
1999,-0.02,0.03
2009,-0.02,0.03
2019,-0.02,0.03
2029,-0.02,0.03
2039,-0.03,0.03
2049,-0.03,0.03
2059,-0.03,0.03
2069,-0.03,0.03
2079,-0.02,0.03
2089,-0.03,0.03
2099,-0.03,0.03
2109,-0.03,0.03
2119,-0.03,0.03
2129,-0.03,0.03
2139,-0.03,0.03
2149,-0.03,0.03
2159,-0.03,0.03
2169,-0.03,0.03
2179,-0.03,0.03
2189,-0.03,0.03
2199,-0.03,0.03
2209,-0.03,0.03
2219,-0.03,0.03
2229,-0.03,0.03
2239,-0.03,0.03
2249,-0.03,0.03
2259,-0.03,0.03
2269,-0.03,0.03
2279,-0.03,0.03
2289,-0.03,0.03
2299,-0.03,0.03
2309,-0.03,0.03
2319,-0.03,0.03
2329,-0.03,0.03
2339,-0.03,0.03
2349,-0.03,0.03
2359,-0.03,0.03
2369,-0.03,0.03
2379,-0.03,0.03
2389,-0.03,0.03
2399,-0.03,0.03
2409,-0.03,0.03
2419,-0.03,0.03
2429,-0.03,0.03
2439,-0.03,0.03
2449,-0.03,0.03
2459,-0.03,0.04
2469,-0.03,0.04
2479,-0.03,0.04
2489,-0.03,0.05
2499,-0.03,0.05
2509,-0.03,0.05
2519,-0.03,0.05
2529,-0.03,0.06
2539,-0.03,0.07
2549,-0.03,0.07
2559,-0.03,0.08
2569,-0.04,0.08
2579,-0.04,0.08
2589,-0.04,0.10
2599,-0.04,0.13
2609,-0.04,0.14
2619,-0.04,0.17
2629,-0.04,0.19
2639,-0.05,0.21
2649,-0.05,0.23
2659,-0.05,0.25
2669,-0.05,0.28
2679,-0.06,0.32
2689,-0.06,0.36
2699,-0.07,0.39
2709,-0.07,0.43
2719,-0.08,0.46
2729,-0.09,0.49
2739,-0.09,0.51
2749,-0.09,0.55
2759,-0.10,0.57
2769,-0.10,0.61
2779,-0.11,0.64
2789,-0.11,0.66
2799,-0.12,0.69
2809,-0.13,0.71
2819,-0.13,0.73
2829,-0.13,0.76
2839,-0.14,0.82
2849,-0.15,0.88
2859,-0.16,0.88
2869,-0.16,0.88
2879,-0.16,0.88
2889,-0.16,0.88
2899,-0.16,0.88
2909,-0.16,0.88
2919,-0.16,0.88
2929,-0.16,0.88
2939,-0.16,0.88
2949,-0.16,0.88
2959,-0.16,0.88
2969,-0.16,0.88
2979,-0.16,0.88
2989,-0.16,0.88
2999,-0.16,0.88
3009,-0.16,0.88
3019,-0.16,0.88
3029,-0.15,0.88
3039,-0.16,0.88
3049,-0.16,0.88
3059,-0.15,0.88
3069,-0.15,0.88
3079,-0.16,0.88
3089,-0.16,0.88
3099,-0.16,0.88
3109,-0.16,0.88
3119,-0.16,0.88
3129,-0.16,0.88
3139,-0.16,0.88
3149,-0.16,0.88
3159,-0.16,0.88
3169,-0.16,0.88
3179,-0.16,0.88
3189,-0.16,0.88
3199,-0.16,0.88
3209,-0.16,0.88
3219,-0.16,0.88
3229,-0.16,0.88
3239,-0.16,0.88
3249,-0.16,0.88
3259,-0.16,0.88
3269,-0.16,0.88
3279,-0.16,0.88
3289,-0.15,0.88
3299,-0.15,0.88
3309,-0.16,0.88
3319,-0.16,0.88
3329,-0.15,0.88
3339,-0.16,0.88
3349,-0.15,0.88
3359,-0.16,0.88
3369,-0.16,0.88
3379,-0.15,0.88
3389,-0.15,0.88
3399,-0.16,0.88
3409,-0.16,0.88
3419,-0.15,0.88
3429,-0.16,0.88
3439,-0.16,0.88
3449,-0.15,0.88
3459,-0.15,0.88
3469,-0.16,0.88
3479,-0.16,0.88
3489,-0.15,0.88
3499,-0.15,0.88
3509,-0.16,0.88
3519,-0.16,0.88
3529,-0.16,0.88
3539,-0.15,0.88
3549,-0.15,0.88
3559,-0.16,0.88
3569,-0.15,0.88
3579,-0.15,0.88
3589,-0.15,0.88
3599,-0.16,0.88
3609,-0.15,0.88
3619,-0.15,0.88
3629,-0.16,0.88
3639,-0.16,0.88
3649,-0.16,0.88
3659,-0.15,0.88
3669,-0.15,0.88
3679,-0.16,0.88
3689,-0.16,0.88
3699,-0.16,0.88
3709,-0.15,0.88
3719,-0.15,0.88
3729,-0.15,0.88
3739,-0.15,0.88
3749,-0.15,0.88
3759,-0.15,0.88
3769,-0.15,0.88
3779,-0.16,0.88
3789,-0.16,0.88
3799,-0.15,0.88
3809,-0.15,0.88
3819,-0.16,0.88
3829,-0.15,0.88
3839,-0.15,0.88
3849,-0.15,0.88
3859,-0.16,0.88
3869,-0.16,0.88
3879,-0.16,0.88
3889,-0.15,0.88
3899,-0.15,0.88
3909,-0.15,0.88
3919,-0.16,0.88
3929,-0.15,0.88
3939,-0.15,0.88
3949,-0.15,0.88
3959,-0.15,0.88
3969,-0.15,0.88
3979,-0.15,0.88
3989,-0.16,0.88
3999,-0.16,0.88
4009,-0.16,0.88
4019,-0.16,0.88
4029,-0.16,0.88
4039,-0.15,0.88
4049,-0.15,0.88
4059,-0.15,0.88
4069,-0.16,0.88
4079,-0.15,0.88
4089,-0.15,0.88
4099,-0.15,0.88
4109,-0.15,0.88
4119,-0.15,0.88
4129,-0.15,0.88
4139,-0.15,0.88
4149,-0.15,0.88
4159,-0.15,0.88
4169,-0.15,0.88
4179,-0.15,0.88
4189,-0.15,0.88
4199,-0.15,0.88
4209,-0.15,0.88
4219,-0.15,0.88
4229,-0.14,0.87
4239,-0.13,0.83
4249,-0.12,0.78
4259,-0.12,0.71
4269,-0.10,0.66
4279,-0.09,0.60
4289,-0.08,0.54
4299,-0.08,0.47
4309,-0.07,0.40
4319,-0.07,0.32
4329,-0.07,0.27
4339,-0.07,0.21
4349,-0.07,0.17
4359,-0.07,0.13
4369,-0.07,0.09
4379,-0.06,0.07
4389,-0.06,0.06
4399,-0.06,0.06
4409,-0.06,0.05
4419,-0.06,0.04
4429,-0.06,0.04
4439,-0.06,0.03
4449,-0.06,0.03
4459,-0.06,0.02
4469,-0.05,0.02
4479,-0.05,0.02
4489,-0.05,0.02
4499,-0.05,0.02
4509,-0.04,0.02
4519,-0.04,0.02
4529,-0.04,0.01
4539,-0.03,0.01
4549,-0.03,0.01
4559,-0.03,0.02
4569,-0.03,0.02
4579,-0.03,0.01
4589,-0.03,0.01
4599,-0.03,0.01
4609,-0.03,0.01
4619,-0.03,0.02
4629,-0.03,0.01
4639,-0.03,0.02
4649,-0.03,0.02
4659,-0.03,0.02
4669,-0.03,0.01
4679,-0.02,0.02
4689,-0.03,0.02
